SchemaName,ViewName,create_date,modify_date,IsSchemaBound
adc,ActionPlanObservationReportWritingPrintView,2023-12-21 13:40:11.910,2024-11-24 18:31:08.323,0
adc,ActionPlanObservationView,2025-12-03 13:12:05.287,2025-12-03 13:12:05.287,0
adc,AprAuditPerformanceRatingSetupView,2024-05-09 17:03:51.643,2024-05-21 17:56:17.483,0
adc,APRDetailsView,2024-05-11 18:08:29.340,2026-06-25 13:27:20.560,0
adc,AprFinalScoreView,2024-05-11 19:13:29.253,2025-05-25 13:06:50.573,0
adc,AprInitialAuditScoreView,2024-05-09 16:26:19.153,2024-05-09 16:26:19.153,0
adc,AprLikelihoodMappingAuditTypeView,2024-05-09 17:24:19.740,2024-05-09 17:24:19.740,0
adc,AprLikelihoodMappingDetailView,2024-05-11 18:38:23.923,2024-05-11 18:38:23.923,0
adc,AprLikelihoodMappingLikelihoodView,2024-05-09 17:24:19.410,2024-05-09 17:54:46.733,0
adc,AprLikelihoodMappingProjectView,2024-05-09 17:24:19.080,2024-05-09 17:24:19.080,0
adc,AprLikelihoodMappingReportTypeView,2024-05-09 17:24:18.773,2024-05-09 17:24:18.773,0
adc,AprLikelihoodMappingView,2024-05-09 17:24:18.447,2025-05-18 17:35:57.450,0
adc,AprLikelihoodMatrixView,2024-05-09 16:52:53.517,2024-05-11 18:54:22.507,0
adc,APRLikelihoodReportView,2024-05-11 18:47:04.727,2024-05-11 18:47:04.727,0
adc,APRLikelihoodResultMatrixView,2024-05-11 18:45:55.217,2024-05-11 18:45:55.217,0
adc,AprLikelihoodView,2024-05-09 16:26:18.827,2024-05-11 17:41:13.447,0
adc,AprLikelyhoodMatrixView,2024-05-09 16:26:19.387,2024-05-09 16:26:19.387,0
adc,AprReportHeadingView,2022-12-01 11:42:36.130,2022-12-01 11:42:36.130,0
adc,AprReportWritingObservationView,2022-11-29 12:40:43.513,2022-11-29 13:11:20.573,0
adc,AprScoreOtherConsiderationView,2024-05-09 16:52:53.620,2024-05-09 17:09:16.363,0
adc,AprSeverityControlFailureView,2024-05-09 16:26:18.947,2024-05-09 17:09:15.590,0
adc,APRSummaryInitialAuditScoreView,2024-05-11 19:13:28.317,2024-05-11 19:13:28.317,0
adc,AprSummaryOtherConsiderationView,2024-05-11 18:53:23.350,2024-05-11 19:13:28.787,0
adc,APRSummaryView,2024-05-11 18:53:23.147,2024-05-11 18:53:23.147,0
adc,AudConObsAccusedPersonView,2022-08-16 11:46:22.137,2025-02-24 15:01:13.300,0
adc,AudConObsDonorView,2022-12-19 12:55:43.400,2022-12-19 13:41:41.100,0
adc,AudConObservationKeyWordView,2025-02-24 14:58:09.670,2025-03-10 11:19:43.493,0
adc,AuditCondObservationDetailCommentCountView,2025-04-21 20:05:25.083,2025-04-21 20:05:53.027,0
adc,AuditCondObservationDetailCommentView,2025-02-24 14:58:20.093,2025-11-27 13:09:29.707,0
adc,AuditCondObservationDetailView,2023-10-09 16:29:09.497,2026-07-13 15:46:40.007,0
adc,AuditConductionApproveView,2024-05-08 16:09:31.823,2026-05-18 15:18:09.760,0
adc,AuditConductionAuditorAssaignView,2022-07-21 11:45:39.840,2022-07-21 12:03:51.773,0
adc,AuditConductionBranchManagerView,2022-11-02 17:10:43.800,2026-01-25 18:18:15.057,0
adc,AuditConductionCommentView,2023-10-17 20:57:14.017,2024-05-11 19:00:47.767,0
adc,AuditConductionComponentPermissionView,2025-04-21 20:15:01.150,2025-10-23 15:10:37.237,0
adc,AuditConductionControlAssertionView,2022-07-21 11:23:42.683,2022-07-21 11:23:42.683,0
adc,AuditConductionControlDetailView,2022-07-21 11:23:37.883,2023-11-27 13:16:52.010,0
adc,AuditConductionControlView,2022-07-21 11:23:32.957,2026-06-17 11:01:07.120,0
adc,AuditConductionDesignAssesmentDetailView,2022-07-21 11:40:40.983,2023-11-26 17:50:21.507,0
adc,AuditConductionDesignAssesmentView,2022-07-21 11:41:05.390,2026-06-17 10:59:25.373,0
adc,AuditConductionDiagramView,2023-11-29 12:01:22.750,2024-11-24 18:18:53.040,0
adc,AuditConductionDocumentRequisitionView,2025-02-24 14:56:02.673,2025-02-24 14:56:02.673,0
adc,AuditConductionDocumentShortView,2025-02-24 15:00:17.890,2025-02-24 15:00:17.890,0
adc,AuditConductionDocumentTypeView,2022-08-21 10:32:49.300,2022-08-21 10:35:09.560,0
adc,AuditConductionDocumentView,2022-08-21 10:37:26.060,2025-02-24 15:00:17.620,0
adc,AuditConductionInfoView,2022-07-21 11:06:04.500,2026-07-13 15:46:01.753,0
adc,AuditConductionMeetingDecisionMemberView,2023-10-11 20:08:06.227,2023-10-15 12:03:10.470,0
adc,AuditConductionMeetingDecisionView,2022-07-21 13:42:59.570,2025-11-10 14:11:12.937,0
adc,AuditConductionMeetingDetailView,2022-08-16 11:39:00.227,2023-11-26 17:53:43.367,0
adc,AuditConductionMeetingExpectationView,2022-07-21 13:43:10.293,2023-01-16 10:55:14.777,0
adc,AuditConductionMeetingFocusAreaView,2022-07-21 13:43:19.877,2023-01-16 10:55:09.410,0
adc,AuditConductionMeetingMemberActionOwner,2024-05-20 11:03:49.517,2024-05-20 11:06:22.327,0
adc,AuditConductionMeetingMemberNonActionOwner,2024-05-20 11:03:49.780,2024-05-20 11:06:22.570,0
adc,AuditConductionMeetingView,2022-07-21 13:26:01.423,2023-11-26 14:37:58.830,0
adc,AuditConductionMovementView,2022-07-21 11:29:34.600,2022-08-28 16:12:38.363,0
adc,AuditConductionObservationCommentView,2022-07-21 14:30:42.547,2025-11-27 17:03:38.290,0
adc,AuditConductionObservationControlView,2022-07-21 14:34:41.950,2022-07-21 14:38:10.900,0
adc,AuditConductionObservationDesignAssesmentView,2022-07-21 14:34:37.060,2022-07-21 14:38:06.267,0
adc,AuditConductionObservationRecommendView,2022-07-21 14:30:47.603,2025-11-18 16:40:34.423,0
adc,AuditConductionObservationSubstantiveView,2022-07-21 14:34:46.493,2022-07-21 14:38:14.937,0
adc,AuditConductionObservationSummaryForActionPlanView,2023-11-29 17:33:53.370,2025-11-18 16:40:34.757,0
adc,AuditConductionObservationSummaryView,2023-11-11 16:47:32.540,2026-07-09 11:50:32.137,0
adc,AuditConductionObservationView,2022-07-21 12:45:12.177,2025-11-25 13:46:05.190,0
adc,AuditConductionPDControlReportView,2024-05-08 16:58:14.207,2026-06-25 12:23:05.610,0
adc,AuditConductionPDDesignAssesmentReportView,2024-05-08 16:46:44.450,2026-06-25 12:23:01.293,0
adc,AuditConductionPDSubstantiveTestReportView,2024-05-08 16:58:14.577,2026-06-25 12:23:08.900,0
adc,AuditConductionPlanningDocumentRequisitionView,2022-07-21 11:46:53.143,2025-03-10 11:25:27.767,0
adc,AuditConductionPlanningDocumentView,2022-07-21 11:26:09.120,2022-11-09 12:48:33.883,0
adc,AuditConductionPlanningProcessView,2022-07-21 11:26:14.647,2022-07-21 12:02:14.390,0
adc,AuditConductionPlanningSubProcessView,2022-07-21 11:26:20.190,2024-11-24 17:54:40.830,0
adc,AuditConductionProcessSummaryView,2023-10-17 19:19:05.190,2025-11-18 16:40:35.787,0
adc,AuditConductionProcessView,2022-07-21 11:22:01.937,2024-05-11 16:57:22.930,0
adc,AuditConductionProjectListView,2022-08-21 07:52:34.333,2022-11-28 18:17:26.890,0
adc,AuditConductionReportWritingStatusView,2025-04-21 20:09:12.370,2025-04-21 20:09:54.980,0
adc,AuditConductionScheduleMovement,2022-08-21 10:38:33.213,2023-11-04 16:49:51.710,0
adc,AuditConductionStartMovementView,2022-08-21 14:48:27.820,2022-08-28 17:12:22.807,0
adc,AuditConductionStepView,2022-07-21 14:34:02.107,2022-07-21 14:34:02.107,0
adc,AuditConductionSubstantiveAssertionView,2022-07-21 11:43:19.787,2022-07-21 11:43:19.787,0
adc,AuditConductionSubstantiveDetailView,2022-07-21 11:43:14.643,2023-11-26 17:50:23.883,0
adc,AuditConductionSubstantiveView,2022-07-21 11:43:09.553,2026-06-17 11:01:10.493,0
adc,AuditConductionView,2025-10-16 16:03:04.333,2025-10-19 11:17:54.170,0
adc,AuditLifeCycleMatrixView,2024-05-08 16:16:12.173,2024-05-08 16:21:40.050,0
adc,AuditorTaskAssaignView,2022-07-21 11:47:39.160,2022-07-21 11:47:39.160,0
adc,AuditPerformanceMatrixView,2024-05-09 19:13:36.977,2025-02-24 15:50:44.063,0
adc,AuditPerformanceRatingGradeView,2024-05-09 18:24:36.300,2024-05-11 18:47:53.127,0
adc,AuditPlanScheduleConductionStatusView,2025-02-24 14:59:10.800,2025-11-02 08:34:21.977,0
adc,BranchProjectRefView,2025-02-24 15:47:24.723,2025-02-24 15:50:19.350,0
adc,ConductionPlanningDocumentView,2022-11-09 12:49:27.160,2022-11-09 12:50:30.060,0
adc,ConductionPlanningProcessView,2022-10-15 13:45:11.313,2022-10-15 13:45:11.313,0
adc,ConductionPlanningSubProcessView,2022-10-20 12:52:42.520,2025-02-06 12:56:09.733,0
adc,ConductionProcessAuditorView,2022-11-10 11:50:45.603,2022-11-10 11:50:45.603,0
adc,DispatchMatrixAuditTypeView,2025-05-18 17:37:04.387,2025-05-18 17:37:04.387,0
adc,DispatchMatrixDesignationStepView,2025-05-19 10:24:47.613,2025-05-19 15:14:52.797,0
adc,DispatchMatrixDispatcherListView,2025-05-18 17:39:00.807,2025-07-20 13:55:52.183,0
adc,DispatchMatrixDispatcherView,2025-05-18 17:22:36.413,2025-05-19 18:39:26.680,0
adc,DispatchMatrixMapView,2025-05-19 12:07:03.317,2026-05-19 20:09:09.710,0
adc,DispatchMatrixProjectView,2025-05-18 17:37:04.640,2025-05-18 17:37:04.640,0
adc,DispatchMatrixReportTypeView,2025-05-18 17:37:04.870,2025-05-18 17:37:04.870,0
adc,DispatchMatrixRiskTypeView,2025-05-18 17:37:05.107,2025-05-18 17:37:05.107,0
adc,DispatchMatrixUserLevelListView,2025-05-18 17:39:01.047,2025-05-19 10:24:47.480,0
adc,DispatchMatrixUserLevelView,2025-05-18 17:22:03.547,2025-05-19 10:24:46.933,0
adc,DispatchMatrixView,2025-05-18 17:15:22.800,2026-01-29 12:09:37.817,0
adc,DispatchMatrixWorkFlowLevelView,2025-05-19 10:24:47.740,2025-07-08 11:21:39.877,0
adc,DssReportView,2025-10-20 14:35:25.247,2025-12-18 17:30:12.807,0
adc,EntranceMeetingDecisionView,2022-07-21 12:01:48.983,2022-07-21 12:01:48.983,0
adc,ExpectedAuditConductionInformantionView,2022-11-28 16:59:00.343,2022-12-06 13:12:43.760,0
adc,MeetingMemberActionPlanEmailView,2023-12-14 14:38:52.103,2025-07-27 14:15:03.757,0
adc,MeetingMemberActionPlanInitiationView,2024-05-31 18:48:53.220,2025-08-06 12:29:05.183,0
adc,MeetingMemberDocRequisitionView,2025-02-24 14:57:33.847,2025-02-24 14:57:33.847,0
adc,MeetingMemberEmailView,2022-11-07 17:44:53.790,2023-11-07 19:09:35.580,0
adc,MeetingMinutesAuditInfoView,2025-02-24 14:58:10.930,2025-03-10 11:27:28.697,0
adc,MeetingMinutesMeetingAreaView,2025-02-24 14:58:12.297,2025-02-24 14:58:12.297,0
adc,MeetingMinutesMeetingDecisionView,2025-02-24 14:58:11.843,2025-08-08 19:39:13.790,0
adc,MeetingMinutesMeetingExpectationView,2025-02-24 14:58:12.607,2025-02-24 14:58:12.607,0
adc,MeetingMinutesMeetingMemberView,2025-02-24 14:58:11.330,2025-03-10 11:27:29.210,0
adc,ObservationAnnexureView,2022-08-16 11:52:59.840,2025-11-18 16:40:36.123,0
adc,ObservationReportView,2023-10-25 12:02:53.063,2026-07-13 18:19:21.377,0
adc,ObservationSamplingProcessView,2023-10-18 19:29:05.447,2026-07-13 15:14:34.803,0
adc,ObservationWiseFollowUpClientStatusView,2024-11-24 18:31:46.013,2024-11-24 18:31:46.013,0
adc,ObservationWiseFollowUpStatusView,2024-11-24 18:30:26.673,2024-11-24 18:31:09.430,0
adc,OverallBranchRatingView,2025-05-25 13:25:55.053,2025-05-25 16:20:32.317,0
adc,PlanningDocumentApprovalView,2022-11-01 12:30:30.020,2026-01-19 17:06:46.690,0
adc,PlanningDocumentApprovalView_Dev,2023-11-29 10:21:12.577,2023-11-29 12:58:39.970,0
adc,PlanningDocumentCommentView,2022-07-21 11:47:18.360,2022-08-16 08:39:19.113,0
adc,PlanningDocumentReqSlotDetailFileView,2023-10-24 18:26:29.560,2025-02-27 11:46:45.710,0
adc,PlanningDocumentRequisitionClientView,2025-02-24 14:57:34.420,2025-02-24 14:59:44.877,0
adc,PlanningProcessAuditorView,2022-07-21 12:02:01.690,2022-08-21 12:10:46.233,0
adc,ProcessView,2022-07-21 11:21:45.957,2022-07-21 11:21:45.957,0
adc,RealTimeComplianceMonitorView,2025-02-24 15:00:18.740,2026-05-24 13:03:58.937,0
adc,ReportDispatchView,2024-05-09 15:58:15.190,2026-03-29 10:09:04.447,0
adc,ReportWritingActionObservationWiseStatusCheckView,2023-12-17 15:25:24.220,2024-05-20 11:00:12.863,0
adc,ReportWritingActionOwnerWiseStatusCheckView,2023-12-10 12:59:14.467,2025-10-12 18:03:40.687,0
adc,ReportWritingActionPlanDetailView,2022-11-07 12:15:57.787,2023-12-09 18:09:08.940,0
adc,ReportWritingActionPlanFinalStatusCheckView,2023-12-10 13:21:23.300,2025-10-12 18:03:41.463,0
adc,ReportWritingActionPlanHistoryView,2024-05-08 15:03:19.280,2025-11-18 16:40:36.863,0
adc,ReportWritingActionPlanView,2022-11-07 10:24:36.477,2022-11-07 12:10:06.583,0
adc,ReportWritingAnnexureView,2022-08-21 10:42:29.340,2025-11-18 16:40:37.240,0
adc,ReportWritingApproveView,2022-10-24 16:08:45.977,2023-11-15 14:47:36.600,0
adc,ReportWritingAPRView,2022-08-16 11:41:22.800,2022-08-21 12:19:30.047,0
adc,ReportWritingAuditInformationView,2023-10-10 13:11:50.297,2023-11-15 17:24:47.213,0
adc,ReportWritingAuditInformationView_touhid,2023-11-15 22:25:27.003,2023-11-16 19:21:35.187,0
adc,ReportWritingBasicInfomationView,2022-08-16 11:39:44.697,2022-08-16 11:39:44.697,0
adc,ReportWritingBasicInformationView,2022-12-11 17:39:27.867,2023-09-11 18:05:36.303,0
adc,ReportWritingCommentSummaryView,2022-10-30 17:57:17.937,2025-04-21 20:10:50.890,0
adc,ReportWritingCommentView,2022-10-23 12:20:03.920,2025-11-27 13:09:23.023,0
adc,ReportWritingComplianceExternalDocView,2023-11-04 16:50:33.263,2024-11-24 18:19:10.167,0
adc,ReportWritingComplianceExternalObsView,2023-11-04 16:49:51.663,2025-11-18 16:40:37.990,0
adc,ReportWritingComplianceExternalView,2023-10-31 18:12:44.977,2025-11-18 16:40:29.963,0
adc,ReportWritingComplianceICQCommentView,2026-02-14 13:10:39.657,2026-02-14 13:10:39.657,0
adc,ReportWritingComplianceIcqDesignationView,2023-11-02 16:27:02.077,2023-11-02 16:27:02.077,0
adc,ReportWritingComplianceICQFileView,2023-12-02 17:16:57.017,2026-02-09 13:21:02.340,0
adc,ReportWritingComplianceICQFinalStatusView,2026-02-22 13:34:21.490,2026-05-24 13:03:39.173,0
adc,ReportWritingComplianceIcqObservationView,2025-02-24 15:01:13.820,2025-11-18 16:40:38.380,0
adc,ReportWritingComplianceIcqQuarterView,2023-11-02 16:27:02.067,2023-11-02 16:27:02.067,0
adc,ReportWritingComplianceICQView,2023-11-02 16:27:02.123,2026-05-20 16:42:00.283,0
adc,ReportWritingComplianceIcqYearView,2023-11-02 16:27:02.057,2023-11-02 16:27:02.057,0
adc,ReportWritingComplianceInternalDocView,2024-05-08 14:55:07.260,2024-11-24 18:19:08.010,0
adc,ReportWritingComplianceInternalObservationView,2023-11-04 11:19:15.647,2025-11-18 16:40:38.773,0
adc,ReportWritingComplianceInternalView,2022-08-21 11:18:28.117,2025-11-18 16:40:39.120,0
adc,ReportWritingComplianceStatusView,2023-11-02 16:27:02.097,2023-11-02 16:27:02.097,0
adc,ReportWritingComplianceTextView,2023-11-01 11:23:37.207,2025-05-18 17:09:07.150,0
adc,ReportWritingComponentPermissionView,2025-04-21 20:15:22.007,2025-10-23 15:10:46.090,0
adc,ReportWritingConplianceStatusView,2022-08-16 11:54:30.280,2022-08-16 11:54:30.280,0
adc,ReportWritingDispatchView,2022-11-02 11:23:51.530,2022-11-02 12:32:44.120,0
adc,ReportWritingDocumentTypeView,2022-11-09 12:26:30.737,2022-11-09 12:26:30.737,0
adc,ReportWritingDocumentView,2022-11-09 12:26:31.047,2024-11-24 18:11:30.240,0
adc,ReportWritingEngagementBackgroundView,2022-08-16 11:19:45.177,2022-08-16 11:19:45.177,0
adc,ReportWritingExecutiveSummaryView,2022-08-16 11:20:14.920,2022-08-16 11:20:14.920,0
adc,ReportWritingFinancialInformationView,2022-08-16 11:20:28.920,2022-08-16 11:20:28.920,0
adc,ReportWritingForwardingLetterCreateView,2023-09-12 01:31:50.297,2023-09-12 01:31:50.297,0
adc,ReportWritingForwardingLetterEmailAddressView,2022-12-20 15:05:37.647,2023-11-16 17:08:17.457,0
adc,ReportWritingForwardingLetterMasterView,2023-10-17 03:49:23.320,2023-10-17 03:49:23.320,0
adc,ReportWritingForwardingLetterReportView,2023-11-22 16:21:39.510,2024-05-09 19:06:34.513,0
adc,ReportWritingForwardingLetterRowColumnView,2022-08-16 11:36:37.380,2022-08-16 11:44:19.070,0
adc,ReportWritingForwardingLetterRowView,2022-08-16 11:36:23.813,2022-08-16 11:36:23.813,0
adc,ReportWritingForwardingLetterShortView,2023-10-17 05:18:40.357,2024-05-09 09:17:56.887,0
adc,ReportWritingForwardingLetterTemplateView,2022-08-16 11:29:57.003,2026-07-09 19:05:27.933,0
adc,ReportWritingForwardingLetterView,2022-08-16 11:36:11.003,2026-07-13 15:39:58.490,0
adc,ReportWritingGenerateReportView,2022-11-16 10:37:22.373,2022-11-16 17:46:09.120,0
adc,ReportWritingIADCreateView,2023-11-19 16:27:25.217,2025-02-24 15:50:18.030,0
adc,ReportWritingIADEditView,2024-05-09 16:21:24.570,2025-02-24 15:50:18.223,0
adc,ReportWritingIADView,2022-08-16 11:37:11.823,2025-07-17 17:57:18.413,0
adc,ReportWritingIcqCategoryView,2022-08-16 11:42:02.667,2022-08-16 11:42:02.667,0
adc,ReportWritingIcqParticularView,2022-08-16 11:19:18.850,2022-08-16 11:19:18.850,0
adc,ReportWritingIcqQuestionBankView,2023-11-02 16:27:02.107,2026-05-20 16:47:14.967,0
adc,ReportWritingMisSectionDetailShortView,2023-10-16 21:00:34.093,2024-05-09 17:03:58.607,0
adc,ReportWritingMisSectionDetailView,2023-10-16 21:00:34.080,2024-05-09 17:03:01.043,0
adc,ReportWritingMisSectionView,2024-05-09 16:21:34.473,2024-05-09 16:21:39.793,0
adc,ReportWritingModelView,2022-12-04 14:22:47.390,2022-12-04 14:23:42.843,0
adc,ReportWritingObservationCharacteristicView,2022-11-28 12:35:35.053,2023-11-20 17:29:29.370,0
adc,ReportWritingObservationCommentView,2025-10-30 14:25:49.910,2025-11-27 15:05:10.587,0
adc,ReportWritingObservationDetailView,2023-11-01 15:03:49.997,2025-11-18 16:40:39.460,0
adc,ReportWritingPageIndexSectionWiseTemplateView,2022-09-27 18:51:45.690,2022-09-28 11:51:44.283,0
adc,ReportWritingPageIndexTemplateView,2022-09-26 12:40:28.167,2022-09-27 17:49:57.997,0
adc,ReportWritingPageIndexView,2022-08-23 07:19:34.963,2022-09-26 15:10:26.503,0
adc,ReportWritingPdfExportView,2022-10-26 16:59:19.140,2022-11-15 17:54:06.950,0
adc,ReportWritingPermSettingAuditTypeView,2026-07-28 15:26:01.703,2026-08-12 12:42:14.560,0
adc,ReportWritingPermSettingMapView,2026-08-12 16:19:08.660,2026-08-12 16:19:08.660,0
adc,ReportWritingPermSettingProgrammeGroupView,2026-08-11 14:04:53.150,2026-08-12 12:24:10.787,0
adc,ReportWritingPermSettingReportTypeView,2026-07-28 15:26:13.953,2026-08-12 12:54:11.537,0
adc,ReportWritingPermSettingView,2026-08-11 14:00:23.540,2026-08-11 14:00:23.540,0
adc,ReportWritingReportAuditCondView,2024-05-09 16:25:13.373,2024-05-09 17:52:11.000,0
adc,ReportWritingReportCategoryView,2022-08-16 08:25:27.810,2022-08-16 11:27:05.743,0
adc,ReportWritingReportDocView,2024-05-08 15:00:41.407,2025-05-27 16:05:01.803,0
adc,ReportWritingReportGenerateDocView,2026-01-14 16:25:07.990,2026-01-14 16:25:07.990,0
adc,ReportWritingReportHistoryView,2024-05-08 15:03:12.010,2024-11-24 17:58:36.160,0
adc,ReportWritingReportListView,2024-05-09 17:19:13.223,2026-04-23 11:39:24.640,0
adc,ReportWritingReportSignatureView,2022-08-16 11:35:03.260,2024-05-09 19:05:01.243,0
adc,ReportWritingReportTypeView,2023-10-15 17:16:03.817,2023-10-15 17:16:06.453,0
adc,ReportWritingReportVersionDocView,2024-05-08 16:16:11.750,2025-05-04 19:34:19.713,0
adc,ReportWritingReportView,2025-08-18 14:41:56.680,2026-01-15 16:31:14.333,0
adc,ReportWritingUnlockRequestView,2026-03-03 16:48:55.587,2026-03-16 13:16:47.960,0
adc,RptActionPlanFollowUpAuditorView,2024-11-24 18:30:24.300,2025-08-07 13:58:06.287,0
adc,RptActionPlanFollowUpClientView,2024-11-24 18:30:24.593,2025-08-07 14:16:01.807,0
adc,RptActionPlanFollowUpDetailClientView,2024-11-24 18:30:26.163,2025-11-18 16:40:39.803,0
adc,RptActionPlanFollowUpDetailLogView,2024-11-24 18:35:12.777,2024-11-24 18:35:12.777,0
adc,RptActionPlanFollowUpDetailView,2024-11-24 18:30:25.263,2025-11-18 16:40:40.117,0
adc,RptActionPlanFollowUpView,2025-04-28 18:43:23.763,2025-04-28 18:43:23.763,0
adc,RptAprAuditPerformanceRatingSetupView,2024-05-21 17:52:12.553,2024-05-21 17:54:40.710,0
adc,RptAprLikelihoodMappingView,2024-05-20 18:10:11.017,2025-05-18 17:35:57.617,0
adc,RptAprLikelihoodMatrixView,2024-05-11 17:59:37.320,2024-05-20 18:10:10.583,0
adc,RptAprLikelihoodView,2024-05-11 17:42:35.393,2024-05-20 18:10:10.133,0
adc,RptAprScoreOtherConsiderationView,2024-05-11 17:42:34.977,2024-05-11 17:42:34.977,0
adc,RptAprSeverityControlFailureView,2024-05-11 17:42:34.563,2024-05-11 17:42:34.563,0
adc,RptAuditConductionPlanningDocumentRequisitionView,2023-10-31 17:52:54.180,2025-02-24 14:57:35.303,0
adc,RptDispatchMatrixView,2025-05-18 17:15:30.990,2025-05-20 12:34:39.163,0
adc,RptPDRequisitionView,2023-10-31 16:37:56.133,2025-03-10 11:25:06.070,0
