SchemaName,ProcedureName,create_date,modify_date,is_auto_executed
dbo,spGetNonRiskBasedAunualAuditTarget,2021-10-28 16:51:02.270,2021-10-29 10:46:06.590,0
dbo,SpGetProgramMapping,2021-09-08 15:51:07.270,2021-10-21 15:10:46.820,0
dbo,SpGetProjectBranchRiskDetails,2021-09-29 10:39:30.923,2021-09-29 10:43:44.040,0
dbo,SpGetRiskBasedAunualAuditTarget,2021-10-27 18:46:15.883,2021-11-01 02:03:51.327,0
dbo,spGetRiskRatingVarienceAnalysisData,2021-09-28 19:56:56.283,2021-09-29 12:02:15.023,0
dbo,spGetStructureElements,2021-09-30 13:53:12.533,2021-10-11 21:23:09.960,0
dbo,SpGetUserNameById,2021-11-25 18:04:56.063,2021-11-25 18:04:56.063,0
dbo,spGetZoneByInactiveAssignManager,2021-10-04 18:14:17.037,2026-01-11 12:46:04.810,0
dbo,SpMobileDashboardInfo,2022-07-21 12:44:39.453,2024-05-08 13:44:01.780,0
dbo,spProjectBranchRiskInsert,2021-09-26 17:58:37.603,2021-10-26 12:01:26.197,0
dbo,spProjectBranchRiskInsertApiData,2021-09-27 14:44:45.103,2021-09-30 11:25:42.887,0
dbo,SpSampleProcedure,2021-10-28 12:58:57.093,2021-10-28 12:58:57.093,0
dbo,spSyncEmailAddress,2021-10-09 13:59:40.270,2025-11-24 10:35:16.677,0
dbo,spSyncLocationMapping,2022-01-26 14:48:59.110,2022-01-26 15:25:51.653,0
dbo,spSyncLocationMapping_Backup,2021-09-30 19:38:20.607,2022-01-26 14:44:16.910,0
dbo,SpSyncMappingData_Backup,2021-09-25 21:48:26.733,2022-01-26 14:44:41.187,0
dbo,spUpdateAuditTimeAllocation,2021-10-24 19:06:34.140,2021-10-28 19:57:07.697,0
dbo,SPUtilityCommonDropdownView,2025-02-24 14:47:30.747,2026-07-15 16:45:30.200,0
dbo,spWorkflowAuditStaffSupperVisorUpdate,2022-07-21 15:16:01.807,2026-03-09 10:20:53.890,0
dbo,spWorkflowAuditStaffSupperVisorUpdate_bak_2023_04_26,2023-04-26 12:39:58.473,2023-04-26 12:39:58.473,0
dbo,usp_Dashboard,2026-08-03 16:13:55.257,2026-08-03 16:13:55.257,0
dbo,usp_Dashboard_BeginSnapshot,2026-08-03 15:02:00.240,2026-08-03 15:03:32.553,0
dbo,usp_Dashboard_FailSnapshot,2026-08-03 15:02:00.627,2026-08-03 15:03:33.043,0
dbo,usp_Dashboard_PublishSnapshot,2026-08-03 15:03:32.783,2026-08-03 15:03:32.783,0
dbo,usp_Dashboard_ValidateSnapshot,2026-08-03 15:02:00.820,2026-08-03 15:03:33.210,0
di,InsertUpdateLoanCollection,2022-03-27 18:10:00.890,2022-03-28 17:27:26.540,0
di,InsertUpdateLoanDisbursement,2022-03-27 18:11:47.870,2022-03-29 11:37:10.783,0
di,InsertUpdateLoanDisbursementOverdue,2022-03-27 18:10:59.433,2022-03-29 12:48:00.750,0
di,InsertUpdateSlaveWiseDisbursment,2022-03-27 18:12:45.953,2022-03-29 16:24:01.080,0
di,InsertUpdateVoInformation,2022-03-27 16:08:10.503,2022-03-28 14:51:27.080,0
di,spDataIntrigrationUploadedFileInsert,2022-03-27 14:48:28.367,2022-03-27 18:28:33.363,0
di,spGetCollectionStatus,2022-04-03 14:42:43.460,2022-04-04 11:58:43.110,0
di,spGetDisbursementStatus,2022-04-05 12:03:27.977,2022-04-05 12:33:54.183,0
di,spGetLoanDisbursementOverdueRatio,2022-04-06 12:13:57.550,2022-04-06 12:21:59.127,0
di,spGetLoaneeInformationAtAGlance,2022-04-12 13:19:29.050,2022-04-12 16:01:05.207,0
di,spGetMemberWiseDuplicateMobileNoList,2022-04-12 14:36:14.617,2022-04-12 16:00:59.323,0
di,spGetNumberOdLoaneeAmountPerLoanDisbursementSlab,2022-04-11 10:37:26.070,2022-04-11 10:45:47.370,0
di,spGetPeriodPerformanceGrowth,2022-04-11 13:52:02.720,2022-04-12 10:28:20.970,0
di,spGetRatioNewLoanRepeatLoan,2022-04-10 12:07:04.810,2022-04-10 12:13:37.010,0
di,spGetRefinancingDisbursedAmount,2022-04-10 11:16:30.567,2022-04-10 11:25:10.603,0
di,spGetSavingsAdjustmentRatioOverRealization,2022-04-10 13:54:23.143,2022-04-10 14:00:15.493,0
di,spGetSlabWiseLoanDisbuserment,2022-04-05 15:20:13.047,2022-04-06 10:44:51.267,0
di,spGetVoInformation,2022-03-30 15:34:45.390,2022-03-31 13:37:35.543,0
dti,SpGetBranchRisk,2022-03-24 15:41:49.407,2022-08-31 16:44:14.543,0
dti,SpGetBranchRisk_Dev,2022-04-17 15:58:12.227,2022-04-17 16:23:00.167,0
dti,SpGetRiskDetails,2022-03-29 15:46:09.297,2022-03-29 15:50:19.137,0
dti,SpGetRiskDetailsAnalysis,2022-03-29 15:59:40.153,2022-09-22 17:30:15.607,0
dti,SpGetRiskDetailsAnalysisWithCompare,2023-05-10 16:50:01.400,2023-05-15 16:49:10.710,0
dti,SpRiskIntegrationBranchProjectRiskExcelUploadUpdate,2023-05-03 12:36:21.430,2026-07-21 13:36:22.680,0
dti,SpRiskIntegrationBranchProjectRiskExcelUploadUpdate_Dev,2024-02-15 06:36:52.050,2024-02-15 06:47:48.040,0
dti,SpSyncBranchRiskFrombRiskApi,2022-03-31 11:30:45.273,2026-07-21 13:27:09.100,0
dti,SpSyncBranchRiskFrombRiskApi_bak_2023_06_01,2023-06-01 13:44:46.180,2023-06-01 13:44:46.180,0
dti,SpSyncBranchRiskFrombRiskApi_Dev,2022-04-03 13:49:57.763,2025-09-09 16:44:59.203,0
dti,SpUpdateBranchProjectRiskExcelUpload,2022-04-04 10:51:13.663,2022-09-21 14:28:37.470,0
map,SpGetAndUpdateAuditInformation,2022-08-03 03:53:41.670,2022-12-06 17:03:56.937,0
map,SpGetBranch,2023-09-03 22:42:40.223,2023-09-04 17:07:28.420,0
map,spGetBranchProjectMapping,2022-01-31 13:09:38.323,2025-05-29 13:32:52.937,0
map,spGetBranchProjectMapping_bac_11_Apr_2022.bak,2022-04-11 12:32:33.850,2022-04-11 12:32:33.850,0
map,spGetBranchProjectMapping_Backup_31_01_2022,2022-01-12 12:46:50.897,2022-01-31 13:07:23.303,0
map,spGetBranchProjectMapping_Dev,2022-04-11 10:55:17.313,2022-04-11 12:25:25.923,0
map,SpGetProgrammeMapping,2022-01-08 23:55:57.047,2022-03-03 11:12:31.867,0
map,SpGetProgrammeMapping_Old,2022-01-08 12:58:26.823,2022-01-09 01:21:31.313,0
map,SpGetProjectMapping,2022-03-30 14:25:19.577,2025-02-24 15:00:44.387,0
map,SpInsertBranchProjectMapping,2022-01-09 00:57:32.050,2026-01-06 11:04:41.923,0
map,spInsertBranchProjectMapping_2,2022-01-24 17:32:45.050,2022-01-27 13:09:03.937,0
map,SpInsertBranchProjectMapping_bak_03_06_2025,2025-06-03 12:03:29.900,2025-06-03 12:03:29.900,0
map,spInsertBranchProjectMapping_bak_14Sep2022,2022-09-14 12:25:29.537,2022-09-14 12:25:29.537,0
map,spInsertBranchProjectMapping_bak_2022_09_14,2022-09-13 11:07:54.430,2022-09-13 11:07:54.430,0
map,SpInsertBranchProjectMapping_bak_20230530,2023-05-30 15:00:49.457,2023-05-30 15:00:49.457,0
map,spInsertBranchProjectMapping_bak_27_01_2022,2022-01-27 10:11:44.920,2022-01-27 10:11:44.920,0
map,spInsertBranchProjectMapping_Copy,2022-01-10 18:12:25.463,2022-02-08 16:55:33.510,0
map,spInsertBranchProjectMapping_Dev,2022-04-11 14:03:15.093,2025-06-03 12:06:45.843,0
map,spInsertBranchProjectMapping_New,2022-09-13 11:08:28.087,2022-09-14 11:35:19.520,0
map,SpInsertProjectMapping,2022-03-30 16:04:44.390,2022-04-25 14:50:39.067,0
map,SpInsertProjectMapping_Dev,2022-03-31 16:30:48.627,2022-04-13 16:10:35.770,0
map,spInsertUpdateBranchProjectMapping,2022-01-15 01:59:58.530,2022-01-16 12:55:38.820,0
map,SpSearchProjectMapping,2022-03-30 17:44:04.703,2025-02-25 14:05:52.950,0
map,SpSyncBranchRiskFrombRiskApi,2022-03-23 18:04:32.043,2022-03-23 18:04:32.043,0
map,SpSyncBranchRiskFrombRiskApi_Dev,2022-02-01 10:51:11.017,2022-02-01 18:44:19.083,0
map,SpSyncBranchRiskFrombRiskApi_Test,2022-02-01 16:19:57.193,2022-02-01 16:19:57.193,0
map,SpSyncBranchRiskFrombRiskApi_TestT,2022-02-01 16:22:07.210,2022-03-23 18:13:06.490,0
map,SpSyncLocationMapping,2022-04-12 11:25:38.090,2025-11-24 17:02:57.793,0
map,SpSyncMFMapping,2022-04-13 11:04:34.170,2024-02-08 17:12:21.803,0
map,SpSyncProgrammeMapping,2022-04-12 11:27:27.277,2025-09-04 14:39:07.560,0
map,SpUpdateDefaultCountry,2022-09-14 19:09:17.673,2022-09-14 19:14:52.127,0
mis,spGetCategorywisedeviationReport,2022-12-21 16:26:52.570,2022-12-21 16:26:52.570,0
mis,spGetGradeBaseObservation,2022-12-21 16:31:57.473,2022-12-22 16:00:23.517,0
mis,spGetObservationSummaryReport,2022-12-20 18:10:54.653,2022-12-21 16:04:08.183,0
mis,spGetOtherAssuranceServicesReport,2022-12-21 18:01:45.420,2022-12-21 18:01:45.420,0
mis,spGetRiskParameterwiseAuditReport,2022-12-21 18:13:21.303,2023-01-04 17:48:32.853,0
mis,spGetSummaryReportofIndividualPerformance,2023-01-02 17:03:02.403,2023-01-02 17:03:02.403,0
mis,spGetTargetandAchievementReport,2022-12-21 18:17:03.897,2022-12-21 18:17:03.897,0
mis,SpInsertMISDynamicReportData,2025-07-24 17:23:40.480,2026-07-22 17:09:34.083,0
ofl,GetTableConfigurationData,2022-09-29 16:57:19.713,2022-10-15 15:38:06.930,0
ofl,GetTableConfigurationDataOnline,2022-10-16 18:02:51.637,2022-10-16 18:02:51.637,0
ofl,InsertOflineLog,2022-10-13 12:36:52.630,2022-10-13 19:53:55.147,0
ofl,OfflinegetData,2022-09-28 19:07:46.433,2022-10-03 13:09:47.367,0
ofl,sp_OfflinegetData,2022-10-02 15:44:34.710,2022-10-03 12:13:03.287,0
ofl,spAuditManagementDataCheck,2022-10-03 12:26:09.233,2022-10-03 12:26:54.843,0
ofl,spDeleteAllDataFromAllTableOfOFL,2022-10-11 13:39:44.027,2022-10-12 18:54:37.053,0
ofl,spDeleteAllDataFromAllTableOfOnl,2022-10-24 12:24:07.193,2022-10-24 12:24:07.193,0
ofl,spInsertFromStageToMainDB,2022-10-03 15:04:04.617,2022-10-20 16:07:37.520,0
pld,SpDeletePlanningDocument,2023-12-02 13:30:06.117,2023-12-03 12:46:46.167,0
pld,SpDeletePlanningProcess,2023-12-02 20:21:54.323,2023-12-03 12:36:12.733,0
pld,SpDeletePlanningSubProcess,2023-12-02 20:25:19.327,2023-12-03 11:37:26.387,0
pld,SpInsertUpdateControlQuestionDetails,2023-07-31 16:28:27.743,2023-07-31 16:32:04.477,0
pld,SpInsertUpdateDesignAssesmentDetails,2022-05-23 11:56:45.067,2022-05-23 11:59:31.590,0
pld,SpInsertUpdatePdControlQuestionMap,2023-08-13 17:00:32.323,2023-08-13 17:12:16.090,0
pld,spPlanningDocumentDetailControlTestReport,2023-09-27 13:29:54.840,2024-05-11 16:59:34.023,0
pld,spPlanningDocumentDetailDesignAssesmentReport,2023-09-27 13:29:03.717,2024-05-11 16:55:11.960,0
pld,spPlanningDocumentDetailReport,2023-09-20 10:27:19.740,2023-09-20 12:45:59.810,0
pld,spPlanningDocumentDetailSubstantiveTestReport,2023-10-10 18:37:27.900,2024-05-11 16:55:12.270,0
pld,SpPlanningDocumentReplication,2024-05-31 18:49:41.007,2024-05-31 18:49:41.007,0
sch,CreateAuditScheduleManagementHierarchy,2025-07-15 12:43:54.453,2025-07-15 14:37:13.710,0
sch,GetAuditScheduleCommunicatorDetail,2022-04-21 14:30:46.050,2023-10-08 17:12:59.897,0
sch,GetForwardingLetterAuditScheduleCount,2022-07-21 11:04:26.890,2024-05-11 17:04:13.803,0
sch,GetZoneWiseAuditScheduleCommunicatorDetail,2022-04-24 14:34:44.247,2026-01-11 12:50:30.797,0
sch,InsertAuditScheduleCommunicatorAssign,2022-04-25 14:31:21.273,2022-04-26 11:59:01.360,0
sch,SpFinalApproveMonthlyAuditSchedule,2025-06-18 16:13:10.840,2025-06-18 17:55:50.253,0
sch,spGetAuditorByManager,2022-03-06 19:24:41.733,2023-09-25 18:05:17.773,0
sch,spGetAuditorByManager_bak_20_12_2022,2022-12-20 12:32:08.610,2022-12-20 12:32:08.610,0
sch,spGetAuditorByManager_bak_28_08_2022,2022-08-28 09:44:22.850,2022-08-28 09:44:22.850,0
sch,spGetAuditorByManager_bak17052022,2022-05-17 17:17:26.023,2022-05-17 17:17:26.023,0
sch,spGetAuditorByManager_Dev,2022-03-27 12:11:38.843,2022-12-28 09:19:15.080,0
sch,spGetAuditorByManager_Dev2,2023-08-01 18:14:24.967,2023-08-02 11:18:06.750,0
sch,spGetAuditorByManager_DevNew,2022-08-27 16:05:25.437,2022-08-27 16:05:25.437,0
sch,spGetAuditorByManagerAndDateRange,2022-12-22 17:47:54.523,2023-09-26 10:22:47.200,0
sch,spGetAuditorByManagerAndDateRange_Dev,2023-09-25 09:52:09.280,2023-09-25 11:47:41.080,0
sch,SPGetAuditorListByAuditScheduleId,2022-07-21 14:41:24.257,2026-05-13 10:56:27.297,0
sch,spGetAuditSchedule,2022-03-02 12:07:45.910,2023-07-26 18:17:38.463,0
sch,spGetAuditSchedule_03_Jul_2022.bak,2022-08-03 03:18:23.563,2022-08-03 03:18:23.563,0
sch,spGetAuditSchedule_Dev,2022-03-09 10:59:00.860,2023-07-18 18:23:45.463,0
sch,spGetAuditScheduleAuditor,2022-03-02 15:49:17.290,2022-03-21 12:51:58.800,0
sch,spGetAuditScheduleAuditor_Dev,2022-03-13 15:09:05.713,2022-03-21 12:46:20.067,0
sch,spGetAuditScheduleComponent,2023-07-12 16:13:03.550,2026-01-20 16:17:39.193,0
sch,spGetAuditScheduleComponent_Backup_20230726_174100,2023-07-26 17:41:46.593,2023-07-26 17:41:46.593,0
sch,spGetAuditScheduleComponent_Dev,2023-08-27 13:40:46.400,2023-08-27 13:40:46.400,0
sch,spGetAuditScheduleComponent_Pranti,2023-07-25 19:41:45.303,2023-07-26 17:33:01.703,0
sch,spGetAuditScheduleComponentExist,2023-07-12 16:13:54.643,2024-05-11 17:06:28.970,0
sch,spGetAuditScheduleComponentExist_Dev,2023-09-01 23:11:33.507,2023-09-02 00:25:05.907,0
sch,spGetAuditScheduleDashBoard,2022-03-02 17:56:13.013,2024-09-26 17:05:08.737,0
sch,spGetAuditScheduleDashBoard_Dev,2024-09-26 16:44:36.007,2024-09-26 16:56:37.943,0
sch,SPGetAuditScheduleList,2022-03-07 14:42:18.480,2022-03-07 14:44:48.750,0
sch,spGetAuditScheduleStatus,2022-03-15 16:03:11.763,2026-01-26 18:54:53.273,0
sch,spGetAuditScheduleStatus_Backup_20230724_180500,2023-07-24 18:06:26.143,2023-07-24 18:06:26.143,0
sch,spGetAuditScheduleStatus_Dev,2022-07-26 12:02:07.370,2025-12-09 12:14:35.650,0
sch,spGetAuditScheduleStatus_Pranti,2023-07-23 19:28:39.553,2023-07-24 17:18:21.037,0
sch,spGetDashBoardAllAuditTarget,2022-02-28 13:47:09.863,2026-01-26 18:55:01.190,0
sch,SpGetDashBoardAuditScheduleAuditorsForApprover,2022-03-14 16:29:59.847,2026-08-17 09:54:53.480,0
sch,SpGetDashBoardAuditScheduleAuditorsForCreator,2022-03-13 15:26:27.673,2026-08-16 17:06:33.230,0
sch,SpGetDashBoardAuditScheduleDeatialForApprover_Backup_20230730_122500,2023-07-30 12:26:48.403,2023-07-30 12:27:15.250,0
